Gene	Gene_ID	Locus	Gene_Size	Mut_Freq	Muts_per_Mbp	Mean_Gain	Mean_Loss	Selected	Num_Lists	fmi_cdx_324	fmi_heme_407	tcga_pancan_299	oncokids_170	goal_core_497	resistance_77	tempus_xt_648	pgdx_elio_505	msk_impact_505	trusight_523	profile_447	mayo_neuro_148	chop_solid_309	intogen_568	chop_heme_211	mayo_heme_42	join_all_1396	goal_full_2640	summary
PMS1	ENSG00000064933	02q32.2	4883	0.0180119	3.69	2.7078	1.9598	Y	8			1		1		1	1	1	1	1	1					1	1	Involved in DNA mismatch repair.
STAT1	ENSG00000115415	02q32.2	7200	0.0187825	2.61	2.7116	1.9606	Y	0																		1	A transcription factor, is altered by mutation in immunodeficiency disorders.
STAT4	ENSG00000138378	02q32.2-q32.3	3331	0.0373724	11.22	2.7085	1.9610	Y	5		1			1		1	1		1							1	1	
SF3B1	ENSG00000115524	02q33.1	8246	0.0523021	6.34	2.6852	1.9599	Y	13	1	1	1		1		1	1	1	1	1		1	1	1	1	1	1	A component of the spliceosome complex, is frequently mutated in hematologic malignancies.
CASP8	ENSG00000064012	02q33.1	3996	0.0214795	5.38	2.6637	1.9484	Y	9	1		1		1		1	1	1	1	1			1			1	1	A tumor suppressor and pro-apoptotic protein, is inactivated by mutation or deletion in various cancer types.
CD28	ENSG00000178562	02q33.2	4901	0.0042381	0.86	2.6616	1.9462	Y	2					1	1											1	1	A costimulatory receptor expressed by T cells, is infrequently altered in a diverse range of human cancers.
CTLA4	ENSG00000163599	02q33.2	2013	0.00876517	4.35	2.6592	1.9453	Y	7					1	1	1	1	1	1	1						1	1	A transmembrane receptor, is infrequently altered in cancer and is a promising target for immune blockade therapies.
ICOS	ENSG00000163600	02q33.2	2650	0.00308226	1.16	2.6576	1.9454	Y	1						1											1		
ERBB4	ENSG00000178568	02q34	12252	0.0648237	5.29	2.6151	1.9323	Y	12	1	1	1	1	1		1	1	1	1	1		1	1			1	1	A receptor tyrosine kinase, is altered at low to moderate frequencies in various cancer types, most frequently in melanoma and lung cancer.
IDH1	ENSG00000138413	02q34	2774	0.055577	20.03	2.6379	1.9385	Y	15	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	A cell metabolism enzyme, is recurrently mutated in various cancer types including acute myeloid leukemia and gliomas.
IKZF2	ENSG00000030419	02q34	10025	0.0170487	1.70	2.6121	1.9237	Y	2		1			1												1	1	
CPS1	ENSG00000021826	02q34	6563	0.054999	8.38	2.6253	1.9343	Y	1		1															1	1	
BARD1	ENSG00000138376	02q35	5522	0.0306299	5.55	2.6070	1.9287	Y	9	1	1			1		1	1	1	1	1		1				1	1	A tumor suppressor involved in the DNA damage response, is altered by mutation in breast and ovarian cancers.
CNOT9	ENSG00000144580	02q35	4530	0.00664612	1.47	2.6118	1.9296	Y	2			1											1			1	1	
SMARCAL1	ENSG00000138375	02q35	3333	0.0224427	6.73	2.6085	1.9305	Y	1						1											1		
INHA	ENSG00000123999	02q35	1359	0.0105953	7.80	2.6074	1.9277	Y	2									1	1							1		A regulator of gonadal hormone secretion, is altered by mutation in various cancer types.
PAX3	ENSG00000135903	02q36.1	4163	0.0151223	3.63	2.5985	1.9257	Y	4				1	1		1			1							1	1	
CUL3	ENSG00000036257	02q36.2	7599	0.0221537	2.92	2.5904	1.9231	Y	8	1		1		1		1	1	1	1				1			1	1	An E3 ubiquitin ligase component, is altered by mutation in non-small cell lung cancer.
IRS1	ENSG00000169047	02q36.3	9713	0.454055	46.75	2.5939	1.9248	Y	3								1	1	1							1	1	A signaling molecule involved in insulin signaling, is altered by mutation in various cancer types.
INPP5D	ENSG00000168918	02q37.1	5385	0.0551917	10.25	2.5783	1.9105	Y	1		1															1	1	
PTMA	ENSG00000187514	02q37.1	1925	0.00491235	2.55	2.5841	1.9169	Y	2			1											1			1		
DIS3L2	ENSG00000144535	02q37.1	6099	0.0291851	4.79	2.5804	1.9155	Y	2							1				1						1	1	
SP140	ENSG00000079263	02q37.1	3689	0.0371797	10.08	2.5785	1.9196	Y	1														1			1	1	A protein that associates with nuclear bodies, is altered by mutation in hematologic malignancies.
PDCD1	ENSG00000188389	02q37.3	2117	0.0130033	6.14	2.5822	1.8777	Y	9	1	1			1	1	1	1	1	1			1				1	1	A key mediator of immune self tolerance and several cancer entities highly express PDCD1 to evade anti-tumoral immune response. Anti-PD1 therapy has been successful in PD1 expressing cancer.
HDAC4	ENSG00000068024	02q37.3	9146	0.0345791	3.78	2.5858	1.9016	Y	3		1			1		1										1	1	A histone deacetylase, is infrequently altered by deletion and mutation in a diverse range of cancers.
KIF1A	ENSG00000130294	02q37.3	9863	0.0804277	8.15	2.5805	1.8974	Y	1			1														1		
PASK	ENSG00000115687	02q37.3	7009	0.0655943	9.36	2.5773	1.8972	Y	1		1															1	1	
EPHA3	ENSG00000044524	03p11.1	6645	0.0400694	6.03	2.6676	1.8697	Y	9	1	1	1		1			1	1	1			1	1			1	1	A receptor tyrosine kinase, is altered in various cancer types including skin and lung cancers.
ROBO1	ENSG00000169855	03p12.3	8138	0.0613562	7.54	2.5765	1.8379	Y	0																		1	A signaling protein and axon guidance receptor, is recurrently altered by mutation and deletion in a range of hematopoietic and solid tumors. Germline mutations in ROBO1 are also found in families with a predisposition for both breast and colon cancer risk.
MITF	ENSG00000187098	03p13	6002	0.0152186	2.54	2.5947	1.8301	Y	9	1	1			1		1	1	1	1	1		1				1	1	A transcription factor involved in melanocyte differentiation, is altered by amplification and mutation in melanomas. Germline mutations of MITF predispose to various cancer types, including melanoma and renal cell cancers.
FOXP1	ENSG00000114861	03p13	12403	0.0524947	4.23	2.5671	1.8232	Y	8		1			1		1	1	1	1			1	1			1	1	A transcription factor, is infrequently altered by translocation in lymphomas.
PPP4R2	ENSG00000163605	03p13	5383	0.00905413	1.68	2.5628	1.8268	Y	1									1								1		A regulatory subunit of a protein phosphatase, plays a vital role in DNA double strand break repair.
RYBP	ENSG00000163602	03p13	7231	0.0121364	1.68	2.5659	1.8246	Y	3								1	1	1							1	1	A transcriptional repressor with a possible tumor-suppressor function. It is frequently lost in prostate cancer.
SHQ1	ENSG00000144736	03p13	3043	0.0134849	4.43	2.5651	1.8270	Y	3								1	1	1							1	1	A nucleocytoplasmic shuttle protein with function in rRNA processing pathways. Loss of SHQ1 is frequently observed in prostate cancer.
ATXN7	ENSG00000163635	03p14.1	8292	0.0499904	6.03	2.5531	1.8276	Y	1									1								1		A transcriptional regulator that mediates chromatin remodeling and deubiquitination, is recurrently altered by mutation and fusion in thyroid, colorectal and breast cancers.
FHIT	ENSG00000189283	03p14.2	3977	0.00491235	1.24	2.5135	1.8111	Y	3		1					1							1			1	1	
BAP1	ENSG00000163930	03p21.1	3668	0.0393951	10.74	2.5081	1.8076	Y	12	1	1	1		1		1	1	1	1	1	1	1	1			1	1	A tumor suppressor and deubiquitinating enzyme. Germline mutations of BAP1 predispose to various cancer types, including malignant mesothelioma, uveal and cutaneous melanoma, and renal cell carcinoma.
PBRM1	ENSG00000163939	03p21.1	8054	0.0605856	7.52	2.5093	1.8079	Y	11	1	1	1		1		1	1	1	1	1		1	1			1	1	Encodes a tumor suppressor and component of the SWI/SNF chromatin-remodeling complex. Inactivating mutations of PBRM1 are frequently found in renal carcinoma.
CACNA1D	ENSG00000157388	03p21.1	11746	0.302736	25.77	2.5076	1.8123	Y	1														1			1	1	
PRKCD	ENSG00000163932	03p21.1	3146	0.0160855	5.11	2.5125	1.8110	Y	1														1			1	1	
PARP3	ENSG00000041880	03p21.2	2525	0.0171451	6.79	2.5077	1.8098	Y	2	1							1									1		
TLR9	ENSG00000239732	03p21.2	3878	0.0383356	9.89	2.5100	1.8084	Y	1								1									1		
MBD4	ENSG00000129071	03q21.3	3005	0.0458486	15.26	2.8456	1.9378	Y	1											1						1	1	
RHOA	ENSG00000067560	03p21.31	1968	0.0106916	5.43	2.5059	1.8113	Y	11		1	1	1	1		1	1	1	1	1		1	1			1	1	A GTPase, is altered in various solid and hematologic malignancies.
SETD2	ENSG00000181555	03p21.31	8705	0.0649201	7.46	2.5090	1.8146	Y	13	1	1	1		1		1	1	1	1	1	1	1	1	1		1	1	Encodes a tumor suppressor and H3K36 trimethylase. Mutations in this gene have been identified in a variety of cancer types.
CCR5	ENSG00000160791	03p21.31	3680	0.00915045	2.49	2.5153	1.8176	Y	1				1													1		
MST1R	ENSG00000164078	03p21.31	4852	0.0618378	12.74	2.5049	1.8110	Y	4	1							1	1	1							1	1	A receptor tyrosine kinase, is altered by overexpression and mutation in various cancer types.
CCR2	ENSG00000121807	03p21.31	3906	0.00915045	2.34	2.5159	1.8176	Y	1						1											1		
COL7A1	ENSG00000114270	03p21.31	9748	0.103834	10.65	2.5066	1.8124	Y	1											1						1	1	
GNAI2	ENSG00000114353	03p21.31	3883	0.0107879	2.78	2.5083	1.8107	Y	1														1			1	1	
MST1	ENSG00000173531	03p21.31	2693	0.0763822	28.36	2.5056	1.8116	Y	2									1	1							1	1	An intracellular kinase, is infrequently altered in various cancer types.
NPRL2	ENSG00000114388	03p21.31	1586	0.0128106	8.08	2.5069	1.8098	Y	1														1			1	1	
CTNNB1	ENSG00000168036	03p22.1	7773	0.167116	21.50	2.5406	1.8297	Y	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1			1	1	Aka β-catenin, a transcriptional activator, is recurrently mutated in various cancers including endometrial and hepatocellular cancers.
MLH1	ENSG00000076242	03p22.2	3350	0.0396841	11.85	2.5501	1.8299	Y	11	1	1	1		1		1	1	1	1	1	1	1				1	1	A tumor suppressor involved in DNA mismatch repair, is recurrently altered by deletion and mutation in various cancer types. Germline mutations of MLH1 are associated with Lynch syndrome and predispose to colorectal cancer.
MYD88	ENSG00000172936	03p22.2	2894	0.00895781	3.10	2.5531	1.8304	Y	12	1	1	1		1		1	1	1	1	1		1	1	1		1	1	An adaptor protein, is frequently altered in hematologic malignancies including Waldenström's macroglobulinemia.
CCR4	ENSG00000183813	03p22.3	3033	0.0154113	5.08	2.5679	1.8338	Y	1						1											1	1	
TGFBR2	ENSG00000163513	03p24.1	4637	0.0456559	9.85	2.5685	1.8314	Y	10	1	1	1		1		1	1	1	1			1	1			1	1	Encodes a receptor kinase that signals to downstream effectors in the TGFß signaling pathway. TGFBR2 is infrequently mutated in cancer; however, germline mutations in this gene are associated with Marfan syndrome and Loeys-Dietz syndrome.
XPC	ENSG00000154767	03p25.1	3714	0.299364	80.60	2.5909	1.8388	Y	5					1		1	1			1			1			1	1	
RAF1	ENSG00000132155	03p25.2	3432	0.055288	16.11	2.6139	1.8397	Y	14	1	1	1	1	1		1	1	1	1	1	1	1	1	1		1	1	Aka CRAF, an intracellular kinase and component of the pro-oncogenic MAP-kinase signaling pathway, is infrequently mutated in cancer. Germline mutations of RAF1 are associated with Noonan and LEOPARD syndrome.
PPARG	ENSG00000132170	03p25.2	3657	0.0128106	3.50	2.6226	1.8393	Y	9	1				1		1	1	1	1	1		1		1		1	1	A nuclear receptor, is known to behave as an oncoprotein when fused with with PAX8 in thyroid cancer.
VHL	ENSG00000134086	03p25.3	4426	0.0234059	5.29	2.5961	1.8394	Y	11	1	1	1		1		1	1	1	1	1		1	1			1	1	A tumor suppressor involved in protein degradation. Germline mutations of VHL are associated with Von Hippel-Lindau syndrome and predispose to renal cell carcinoma.
FANCD2	ENSG00000144554	03p25.3	8051	0.0818725	10.17	2.5957	1.8391	Y	7		1			1		1	1		1	1			1			1	1	A tumor suppressor and DNA repair protein, is infrequently altered in cancer. Germline mutations of FANCD2 are associated with the cancer predisposition syndrome Fanconi Anemia.
CRBN	ENSG00000113851	03p26.2	3163	0.0315931	9.99	2.5873	1.8367	Y	0																		1	A ubiquitin ligase, is recurrently altered by mutation or downregulation in multiple myelomas.
TFG	ENSG00000114354	03q12.2	3687	0.00799461	2.17	2.8063	1.9295	Y	3													1	1	1		1	1	
CBLB	ENSG00000114423	03q13.11	7452	0.0437295	5.87	2.8189	1.9327	Y	3					1		1				1						1	1	
BTLA	ENSG00000186265	03q13.2	3146	0.0065498	2.08	2.8270	1.9314	Y	1		1															1	1	
ZBTB20	ENSG00000181722	03q13.31	28448	0.0270661	0.95	2.8260	1.9298	Y	3			1									1		1			1	1	A transcription factor involved in immune regulation and pituitary function, is altered by overexpression in various cancer types. Germline mutations in ZBTB20 are found in patients with Primrose syndrome and other neurodevelopmental disorders.
GSK3B	ENSG00000082701	03q13.33	7984	0.0104026	1.30	2.8226	1.9330	Y	7	1	1			1			1	1	1			1				1	1	An intracellular kinase, is overexpressed in various cancer types including ovarian, colon and liver cancers.
POLQ	ENSG00000051341	03q13.33	9182	0.0666538	7.26	2.8240	1.9347	Y	4			1				1				1			1			1	1	
CD80	ENSG00000121594	03q13.33	3034	0.00626084	2.06	2.8231	1.9332	Y	1						1											1		
GATA2	ENSG00000179348	03q21.3	3805	0.0312079	8.20	2.8408	1.9386	Y	12		1		1	1		1	1	1	1	1		1	1	1	1	1	1	A transcription factor involved in red blood cell and platelet development. Germline mutations of GATA2 are associated with Emberger and MonoMAC syndromes and predispose to leukemias.
EPHB1	ENSG00000154928	03q22.2	5128	0.0506646	9.88	2.8811	1.9422	Y	8	1	1			1		1	1	1	1			1				1	1	A receptor tyrosine kinase, is altered by mutation in various cancer types.
FOXL2	ENSG00000183770	03q22.3	2918	0.00915045	3.14	2.9357	1.9466	Y	10	1	1			1		1	1	1	1	1		1	1			1	1	A transcription factor, is recurrently mutated in adult granulosa cell tumors.
PIK3CB	ENSG00000051382	03q22.3	6370	0.118185	18.55	2.9381	1.9458	Y	8	1		1		1		1	1	1	1				1			1	1	A catalytic subunit of PI3-kinase, is altered by amplification or mutation in various cancer types.
STAG1	ENSG00000118007	03q22.3	6729	0.0323637	4.81	2.8999	1.9416	Y	1										1							1	1	A subunit of the cohesin complex, is altered by mutation in acute myeloid leukemia.
ATR	ENSG00000175054	03q23	8346	0.0657869	7.88	2.9498	1.9462	Y	11	1	1	1		1		1	1	1	1	1		1	1			1	1	A tumor suppressor involved in DNA damage repair, is mutated in various cancer types.
HLTF	ENSG00000071794	03q24	5441	0.0181083	3.33	3.0211	1.9464	Y	1						1											1		
WWTR1	ENSG00000018408	03q25.1	5327	0.130707	24.54	3.0298	1.9467	Y	1									1								1	1	A transcriptional coactivator, is altered by amplification in various cancers.
TIPARP	ENSG00000163659	03q25.31	4602	0.0366018	7.95	3.0256	1.9457	Y	2	1							1									1		
MECOM	ENSG00000085276	03q26.2	7093	0.0561549	7.92	3.2333	1.9484	Y	7			1	1	1						1		1	1	1		1	1	A transcription factor expressed in hematopoietic stem cells, is recurrently altered by chromosomal rearrangement in hematologic malignancies.
PRKCI	ENSG00000163558	03q26.2	4959	0.0149297	3.01	3.2393	1.9497	Y	6	1				1			1	1	1	1						1	1	A serine/threonine kinase, is frequently altered by amplification across various cancers.
TERC	ENSG00000270141	03q26.2	545			3.2409	1.9503	Y	5	1				1			1		1	1						1	1	
PIK3CA	ENSG00000121879	03q26.32	9430	0.132152	14.01	3.2314	1.9512	Y	14	1	1	1	1	1		1	1	1	1	1	1	1	1	1		1	1	The catalytic subunit of PI3-kinase, is frequently mutated in a diverse range of cancers including breast, endometrial and cervical cancers.
TBL1XR1	ENSG00000177565	03q26.32	8389	0.015026	1.79	3.2164	1.9463	Y	5		1	1		1		1							1			1	1	A transcriptional repressor that binds the NCoR/SMRT protein complex, is recurrently altered by mutation and fusion in hematologic malignancies.
SOX2	ENSG00000181449	03q26.33	2516	0.0156039	6.20	3.2621	1.9506	Y	9	1	1			1		1	1	1	1	1		1				1	1	Encodes a transcription factor involved in embryonic development and cell fate. Amplifications of SOX2 are found in glioblastomas, small cell lung cancers and squamous cell carcinomas.
DCUN1D1	ENSG00000043093	03q26.33	8137	0.00471971	0.58	3.2517	1.9508	Y	3								1	1	1							1	1	A component of an E3 ligases complex, is amplified in squamous cell carcinomas.
KLHL6	ENSG00000172578	03q27.1	6323	0.0242728	3.84	3.2232	1.9507	Y	7	1	1			1		1	1		1				1			1	1	
ETV5	ENSG00000244405	03q27.2	4357	0.0523021	12.00	3.1411	1.9466	Y	9	1				1		1	1		1	1		1	1	1		1	1	A transcription factor, is rarely altered by chromosomal rearrangement in prostate cancer.
MAP3K13	ENSG00000073803	03q27.2	12074	0.0368908	3.06	3.1545	1.9484	Y	4	1							1	1	1							1	1	A serine/threonine kinase, is infrequently altered in cancer.
C3orf70	ENSG00000187068	03q27.2	7167	0.00799461	1.12	3.1590	1.9482	Y	1							1										1		
BCL6	ENSG00000113916	03q27.3	4091	0.0706993	17.28	3.1329	1.9414	Y	11	1	1			1		1	1	1	1	1		1	1	1		1	1	A transcriptional repressor involved in immune cell development, is frequently altered by chromosomal rearrangement in lymphomas.
EIF4A2	ENSG00000156976	03q27.3	1933	0.0345791	17.89	3.1300	1.9452	Y	2									1	1							1	1	A translation initiation factor, is infrequently altered in cancer.
TP63	ENSG00000073282	03q28	6624	0.0248507	3.75	3.1225	1.9389	Y	8		1			1		1	1	1	1			1	1			1	1	A transcription factor, is recurrently altered by chromosomal rearrangement in hematologic malignancies.
FGF12	ENSG00000114279	03q28-q29	6524	0.0098247	1.51	3.0938	1.9349	Y	2	1							1									1		
PHOX2B	ENSG00000109132	04p13	2797	0.0333269	11.92	2.5469	1.8971	Y	7					1		1	1	1	1	1		1				1	1	Encodes a transcription factor involved in neural development. Germline mutations of PHOX2B are associated with congenital central hypoventilation syndrome and Hirschprung's disease and predispose to neuroblastomas.
RFC1	ENSG00000035928	04p14	4992	0.0208052	4.17	2.5420	1.8933	Y	1			1														1		
KLF3	ENSG00000109787	04p14	6492	0.0119437	1.84	2.5375	1.8926	Y	0																			A transcription factor, is altered by mutation in various cancer types.
SLC34A2	ENSG00000157765	04p15.2	4651	0.0989212	21.27	2.5464	1.8890	Y	2	1										1						1	1	
SLIT2	ENSG00000145147	04p15.31	8264	0.082643	10.00	2.5391	1.8863	Y	4					1		1	1		1							1	1	
FGFR3	ENSG00000068078	04p16.3	4536	0.0291851	6.43	2.5746	1.8853	Y	14	1	1	1	1	1		1	1	1	1	1	1	1	1	1		1	1	A receptor tyrosine kinase, is altered by mutation, chromosomal rearrangement or amplification in various cancers, most frequently in bladder cancer.
NSD2	ENSG00000109685	04p16.3	17824	0.0512425	2.87	2.5689	1.8847	Y	12	1	1	1	1	1		1	1	1		1		1	1	1		1	1	A histone methyltransferase, is mutated in blood cancers.
KIT	ENSG00000157404	04q12	5231	0.0305336	5.84	2.7719	1.9276	Y	14	1	1	1	1	1		1	1	1	1	1		1	1	1	1	1	1	A receptor tyrosine kinase, is recurrently mutated in gastrointestinal stromal tumors.
PDGFRA	ENSG00000134853	04q12	7774	0.0572144	7.36	2.7820	1.9280	Y	14	1	1	1	1	1		1	1	1	1	1	1	1	1	1		1	1	A receptor tyrosine kinase, is altered by mutation, chromosomal rearrangement or amplification in a diverse range of cancers.
KDR	ENSG00000128052	04q12	5953	0.0422847	7.10	2.7029	1.9288	Y	11	1	1		1	1		1	1	1	1	1		1	1			1	1	A receptor tyrosine kinase, is altered by mutation or amplification in various cancers, most frequently in skin cancers.
REST	ENSG00000084093	04q12	7908	0.0291851	3.69	2.6454	1.9266	Y	2						1			1								1		A transcriptional repressor, is altered by mutation in various cancer types. Germline mutations of REST are associated with Wilm's tumor.
SRP72	ENSG00000174780	04q12	4048	0.0136775	3.38	2.6489	1.9268	Y	1																1	1	1	
EPHA5	ENSG00000145242	04q13.1-q13.2	9905	0.111732	11.28	2.5682	1.9175	Y	6		1			1			1	1	1			1				1	1	A receptor tyrosine kinase, is altered in various cancer types including skin and lung cancers.
ALB	ENSG00000163631	04q13.3	2385	0.0188788	7.92	2.5973	1.9160	Y	3			1						1					1			1		An abundant protein in blood plasma, is infrequently altered in various cancer types.
FGF5	ENSG00000138675	04q21.21	5390	0.0250433	4.65	2.5047	1.9019	Y	2							1			1							1	1	
ABRAXAS1	ENSG00000163322	04q21.23	6081	0.0128106	2.11	2.4850	1.8968	Y	6					1		1	1	1	1	1						1	1	A tumor suppressor and DNA repair protein, is recurrently altered by mutation and deletion in various cancer types.
PTPN13	ENSG00000163629	04q21.3	9453	0.0687729	7.28	2.4915	1.8943	Y	2							1							1			1	1	
TMSB4XP8	ENSG00000187653	04q22.1	139			2.4911	1.8841	Y	1		1															1		
EIF4E	ENSG00000151247	04q23	12134	0.00337122	0.28	2.4773	1.8944	Y	2									1	1							1	1	A translation initiation factor, is overexpressed in various cancer types.
